ID,Datetime,Count,Car Count,Bike Count,Bus Count,Truck Count,Traffic Situation
1289,23-02-2024 16:00,14,6,8,0,0,normal
1290,23-02-2024 17:00,36,35,1,0,0,normal
1291,23-02-2024 18:00,42,15,9,2,16,normal
1292,23-02-2024 19:00,32,18,5,1,8,normal
1293,23-02-2024 20:00,26,0,2,17,7,normal
1294,23-02-2024 21:00,34,23,11,0,0,normal
1295,23-02-2024 22:00,46,41,1,4,0,normal
1296,23-02-2024 23:00,36,8,17,1,10,normal
1297,24-02-2024 00:00,38,25,4,3,6,normal
1298,24-02-2024 01:00,34,2,13,1,18,normal
1299,24-02-2024 02:00,28,12,10,2,4,normal
1300,24-02-2024 03:00,32,10,11,2,9,normal
1301,24-02-2024 04:00,20,15,5,0,0,normal
1302,24-02-2024 05:00,6,0,6,0,0,normal
1303,24-02-2024 06:00,10,7,1,2,0,normal
1304,24-02-2024 07:00,16,14,0,0,2,normal
1305,24-02-2024 08:00,16,11,4,0,1,normal
1306,24-02-2024 09:00,18,7,7,4,0,normal
1307,24-02-2024 10:00,40,36,2,2,0,normal
1308,24-02-2024 11:00,20,16,0,3,1,normal
1309,24-02-2024 12:00,14,7,2,4,1,normal
1310,24-02-2024 13:00,16,7,0,3,6,normal
1311,24-02-2024 14:00,20,1,9,6,4,normal
1312,24-02-2024 15:00,32,16,0,10,6,normal
1313,24-02-2024 16:00,32,16,16,0,0,normal
1314,24-02-2024 17:00,14,6,3,2,3,normal
1315,24-02-2024 18:00,32,12,18,2,0,normal
1316,24-02-2024 19:00,18,3,10,4,1,normal
1317,24-02-2024 20:00,22,10,10,2,0,normal
1318,24-02-2024 21:00,44,2,36,0,6,normal
1319,24-02-2024 22:00,18,15,0,2,1,normal
1320,24-02-2024 23:00,34,12,8,10,4,normal
1321,25-02-2024 00:00,22,3,4,7,8,normal
1322,25-02-2024 01:00,30,15,8,0,7,normal
1323,25-02-2024 02:00,28,27,1,0,0,normal
1324,25-02-2024 03:00,24,17,1,5,1,normal
1325,25-02-2024 04:00,16,10,6,0,0,normal
1326,25-02-2024 05:00,14,10,4,0,0,normal
1327,25-02-2024 06:00,18,15,0,3,0,normal
1328,25-02-2024 07:00,16,1,15,0,0,normal
1329,25-02-2024 08:00,18,8,10,0,0,normal
1330,25-02-2024 09:00,16,2,6,5,3,normal
1331,25-02-2024 10:00,30,13,2,6,9,normal
1332,25-02-2024 11:00,46,38,3,4,1,normal
1333,25-02-2024 12:00,36,24,1,7,4,normal
1334,25-02-2024 13:00,40,32,0,3,5,normal
1335,25-02-2024 14:00,36,16,12,6,2,normal
1336,25-02-2024 15:00,42,38,1,1,2,normal
1337,25-02-2024 16:00,38,31,2,1,4,normal
1338,25-02-2024 17:00,48,0,6,8,34,normal
1339,25-02-2024 18:00,34,15,1,8,10,normal
1340,25-02-2024 19:00,44,24,9,7,4,normal
1341,25-02-2024 20:00,34,6,5,8,15,normal
1342,25-02-2024 21:00,38,10,23,5,0,normal
1343,25-02-2024 22:00,116,102,12,1,1,high
1344,25-02-2024 23:00,72,49,21,2,0,normal
1345,26-02-2024 00:00,54,4,35,1,14,normal
1346,26-02-2024 01:00,36,0,21,4,11,normal
1347,26-02-2024 02:00,48,3,2,6,37,normal
1348,26-02-2024 03:00,36,28,7,0,1,normal
1349,26-02-2024 04:00,34,26,7,1,0,normal
1350,26-02-2024 05:00,20,1,12,0,7,normal
1351,26-02-2024 06:00,22,17,1,2,2,normal
1352,26-02-2024 07:00,20,5,7,0,8,normal
1353,26-02-2024 08:00,22,10,9,3,0,normal
1354,26-02-2024 09:00,20,2,3,13,2,normal
1355,26-02-2024 10:00,34,8,24,2,0,normal
1356,26-02-2024 11:00,38,28,9,1,0,normal
1357,26-02-2024 12:00,22,13,2,6,1,normal
1358,26-02-2024 13:00,24,9,5,0,10,normal
1359,26-02-2024 14:00,34,1,16,6,11,normal
1360,26-02-2024 15:00,36,19,13,2,2,normal
1361,26-02-2024 16:00,28,24,2,1,1,normal
1362,26-02-2024 17:00,16,2,5,0,9,normal
1363,26-02-2024 18:00,24,9,12,2,1,normal
1364,26-02-2024 19:00,44,6,18,0,20,normal
1365,26-02-2024 20:00,44,40,0,1,3,normal
1366,26-02-2024 21:00,48,14,23,8,3,normal
1367,26-02-2024 22:00,32,6,14,6,6,normal
1368,26-02-2024 23:00,52,16,26,7,3,normal
1369,27-02-2024 00:00,28,20,3,5,0,normal
1370,27-02-2024 01:00,42,32,1,8,1,normal
1371,27-02-2024 02:00,20,16,1,0,3,normal
1372,27-02-2024 03:00,30,2,20,8,0,normal
1373,27-02-2024 04:00,8,7,1,0,0,normal
1374,27-02-2024 05:00,18,4,12,0,2,normal
1375,27-02-2024 06:00,20,7,10,0,3,normal
1376,27-02-2024 07:00,8,6,0,0,2,normal
1377,27-02-2024 08:00,14,8,3,2,1,normal
1378,27-02-2024 09:00,26,14,7,0,5,normal
1379,27-02-2024 10:00,40,36,1,0,3,normal
1380,27-02-2024 11:00,32,31,0,0,1,normal
1381,27-02-2024 12:00,36,0,35,1,0,normal
1382,27-02-2024 13:00,16,12,2,0,2,normal
1383,27-02-2024 14:00,32,5,26,0,1,normal
1384,27-02-2024 15:00,44,41,2,0,1,normal
1385,27-02-2024 16:00,28,6,4,4,14,normal
1386,27-02-2024 17:00,24,6,7,6,5,normal
1387,27-02-2024 18:00,20,15,1,2,2,normal
1388,27-02-2024 19:00,38,19,1,4,14,normal
1389,27-02-2024 20:00,34,28,1,5,0,normal
1390,27-02-2024 21:00,22,6,8,5,3,normal
1391,27-02-2024 22:00,44,13,8,11,12,normal
1392,27-02-2024 23:00,28,3,11,8,6,normal
1393,28-02-2024 00:00,24,10,3,9,2,normal
1394,28-02-2024 01:00,28,18,10,0,0,normal
1395,28-02-2024 02:00,14,11,2,0,1,normal
1396,28-02-2024 03:00,12,11,0,1,0,normal
1397,28-02-2024 04:00,20,10,8,2,0,normal
1398,28-02-2024 05:00,2,0,1,1,0,normal
1399,28-02-2024 06:00,10,5,0,3,2,normal
1400,28-02-2024 07:00,8,3,0,1,4,normal
1401,28-02-2024 08:00,16,16,0,0,0,normal
1402,28-02-2024 09:00,22,11,0,10,1,normal
1403,28-02-2024 10:00,18,18,0,0,0,normal
1404,28-02-2024 11:00,18,2,7,0,9,normal
1405,28-02-2024 12:00,28,8,10,5,5,normal
1406,28-02-2024 13:00,14,4,7,0,3,normal
1407,28-02-2024 14:00,20,8,3,5,4,normal
1408,28-02-2024 15:00,22,12,10,0,0,normal
1409,28-02-2024 16:00,22,10,10,1,1,normal
1410,28-02-2024 17:00,26,14,3,9,0,normal
1411,28-02-2024 18:00,30,26,1,0,3,normal
1412,28-02-2024 19:00,24,4,10,4,6,normal
1413,28-02-2024 20:00,24,22,0,2,0,normal
1414,28-02-2024 21:00,22,18,1,1,2,normal
1415,28-02-2024 22:00,26,25,0,1,0,normal
1416,28-02-2024 23:00,14,9,5,0,0,normal
1417,01-03-2024 00:00,28,19,2,5,2,normal
1418,01-03-2024 01:00,18,16,1,0,1,normal
1419,01-03-2024 02:00,10,9,0,1,0,normal
1420,01-03-2024 03:00,14,8,1,5,0,normal
1421,01-03-2024 04:00,10,5,5,0,0,normal
1422,01-03-2024 05:00,14,1,3,4,6,normal
1423,01-03-2024 06:00,8,6,0,2,0,normal
1424,01-03-2024 07:00,12,2,1,3,6,normal
1425,01-03-2024 08:00,14,6,8,0,0,normal
1426,01-03-2024 09:00,14,2,7,4,1,normal
1427,01-03-2024 10:00,16,0,12,0,4,normal
1428,01-03-2024 11:00,24,24,0,0,0,normal
1429,01-03-2024 12:00,18,2,12,3,1,normal
1430,01-03-2024 13:00,16,13,3,0,0,normal
1431,01-03-2024 14:00,32,31,1,0,0,normal
1432,01-03-2024 15:00,28,5,9,8,6,normal
1433,01-03-2024 16:00,22,5,2,4,11,normal
1434,01-03-2024 17:00,22,13,6,0,3,normal
1435,01-03-2024 18:00,54,40,3,2,9,normal
1436,01-03-2024 19:00,86,63,17,6,0,normal
1437,01-03-2024 20:00,72,29,24,1,18,normal
1438,01-03-2024 21:00,82,64,8,6,4,normal
1439,01-03-2024 22:00,76,4,3,28,41,normal
1440,01-03-2024 23:00,58,48,8,0,2,normal
1441,02-03-2024 00:00,36,4,30,2,0,normal
1442,02-03-2024 01:00,64,63,0,0,1,normal
1443,02-03-2024 02:00,92,38,24,13,17,normal
1444,02-03-2024 03:00,46,18,19,3,6,normal
1445,02-03-2024 04:00,26,0,10,3,13,normal
1446,02-03-2024 05:00,32,16,8,8,0,normal
1447,02-03-2024 06:00,36,23,11,2,0,normal
1448,02-03-2024 07:00,24,5,15,3,1,normal
1449,02-03-2024 08:00,26,14,11,1,0,normal
1450,02-03-2024 09:00,18,0,9,7,2,normal
1451,02-03-2024 10:00,36,32,0,1,3,normal
1452,02-03-2024 11:00,28,18,10,0,0,normal
1453,02-03-2024 12:00,26,13,11,0,2,normal
1454,02-03-2024 13:00,18,15,1,1,1,normal
1455,02-03-2024 14:00,30,17,2,10,1,normal
1456,02-03-2024 15:00,12,0,9,0,3,normal
1457,02-03-2024 16:00,20,5,11,4,0,normal
1458,02-03-2024 17:00,20,19,0,1,0,normal
1459,02-03-2024 18:00,16,2,2,6,6,normal
1460,02-03-2024 19:00,32,16,1,14,1,normal
1461,02-03-2024 20:00,36,33,2,1,0,normal
1462,02-03-2024 21:00,20,8,3,7,2,normal
1463,02-03-2024 22:00,12,0,1,10,1,normal
1464,02-03-2024 23:00,24,20,2,0,2,normal
1465,03-03-2024 00:00,14,12,0,2,0,normal
1466,03-03-2024 01:00,18,3,8,4,3,normal
1467,03-03-2024 02:00,16,16,0,0,0,normal
1468,03-03-2024 03:00,18,3,2,0,13,normal
1469,03-03-2024 04:00,8,0,2,5,1,normal
1470,03-03-2024 05:00,8,2,0,6,0,normal
1471,03-03-2024 06:00,10,4,1,1,4,normal
1472,03-03-2024 07:00,16,14,2,0,0,normal
1473,03-03-2024 08:00,8,1,0,3,4,normal
1474,03-03-2024 09:00,10,0,4,1,5,normal
1475,03-03-2024 10:00,18,17,0,0,1,normal
1476,03-03-2024 11:00,16,5,2,7,2,normal
1477,03-03-2024 12:00,14,10,0,3,1,normal
1478,03-03-2024 13:00,8,0,4,0,4,normal
1479,03-03-2024 14:00,24,14,8,2,0,normal
1480,03-03-2024 15:00,14,6,3,5,0,normal
1481,03-03-2024 16:00,8,1,5,0,2,normal
1482,03-03-2024 17:00,28,19,9,0,0,normal
1483,03-03-2024 18:00,20,15,2,2,1,normal
1484,03-03-2024 19:00,14,11,3,0,0,normal
1485,03-03-2024 20:00,24,21,3,0,0,normal
1486,03-03-2024 21:00,20,3,5,1,11,normal
1487,03-03-2024 22:00,16,1,2,10,3,normal
1488,03-03-2024 23:00,22,6,14,2,0,normal
1489,04-03-2024 00:00,18,0,1,1,16,normal
1490,04-03-2024 01:00,18,7,7,4,0,normal
1491,04-03-2024 02:00,10,8,1,1,0,normal
1492,04-03-2024 03:00,18,7,9,1,1,normal
1493,04-03-2024 04:00,10,9,1,0,0,normal
1494,04-03-2024 05:00,6,4,1,1,0,normal
1495,04-03-2024 06:00,8,4,0,3,1,normal
1496,04-03-2024 07:00,14,6,0,5,3,normal
1497,04-03-2024 08:00,16,11,0,4,1,normal
1498,04-03-2024 09:00,24,17,4,1,2,normal
1499,04-03-2024 10:00,22,13,2,0,7,normal
1500,04-03-2024 11:00,56,24,7,20,5,normal
1501,04-03-2024 12:00,48,17,24,6,1,normal
1502,04-03-2024 13:00,32,17,5,5,5,normal
1503,04-03-2024 14:00,40,7,14,5,14,normal
1504,04-03-2024 15:00,60,60,0,0,0,normal
1505,04-03-2024 16:00,30,0,29,1,0,normal
1506,04-03-2024 17:00,46,9,22,5,10,normal
1507,04-03-2024 18:00,30,20,8,2,0,normal
1508,04-03-2024 19:00,52,27,23,1,1,normal
1509,04-03-2024 20:00,32,30,2,0,0,normal
1510,04-03-2024 21:00,48,11,7,10,20,normal
1511,04-03-2024 22:00,88,61,2,4,21,normal
1512,04-03-2024 23:00,58,33,5,10,10,normal
1513,05-03-2024 00:00,44,8,30,2,4,normal
1514,05-03-2024 01:00,24,1,22,0,1,normal
1515,05-03-2024 02:00,38,3,6,13,16,normal
1516,05-03-2024 03:00,50,14,8,5,23,normal
1517,05-03-2024 04:00,24,7,8,7,2,normal
1518,05-03-2024 05:00,24,1,18,3,2,normal
1519,05-03-2024 06:00,22,12,9,0,1,normal
1520,05-03-2024 07:00,18,18,0,0,0,normal
1521,05-03-2024 08:00,30,7,8,12,3,normal
1522,05-03-2024 09:00,24,21,3,0,0,normal
1523,05-03-2024 10:00,24,24,0,0,0,normal
1524,05-03-2024 11:00,18,13,2,3,0,normal
1525,05-03-2024 12:00,28,15,3,6,4,normal
1526,05-03-2024 13:00,30,20,6,1,3,normal
1527,05-03-2024 14:00,36,16,9,5,6,normal
1528,05-03-2024 15:00,42,22,11,5,4,normal
1529,05-03-2024 16:00,34,2,30,0,2,normal
1530,05-03-2024 17:00,32,29,3,0,0,normal
1531,05-03-2024 18:00,32,7,12,13,0,normal
1532,05-03-2024 19:00,44,6,10,28,0,normal
1533,05-03-2024 20:00,38,32,0,5,1,normal
1534,05-03-2024 21:00,28,4,19,3,2,normal
1535,05-03-2024 22:00,32,3,18,3,8,normal
1536,05-03-2024 23:00,46,38,2,2,4,normal
1537,06-03-2024 00:00,36,33,1,0,2,normal
1538,06-03-2024 01:00,24,20,0,4,0,normal
1539,06-03-2024 02:00,26,9,9,4,4,normal
1540,06-03-2024 03:00,22,16,3,0,3,normal
1541,06-03-2024 04:00,16,13,1,0,2,normal
1542,06-03-2024 05:00,8,8,0,0,0,normal
1543,06-03-2024 06:00,6,0,3,1,2,normal
1544,06-03-2024 07:00,6,6,0,0,0,normal
1545,06-03-2024 08:00,26,11,4,5,6,normal
1546,06-03-2024 09:00,18,3,5,10,0,normal
1547,06-03-2024 10:00,22,16,1,0,5,normal
1548,06-03-2024 11:00,30,5,19,1,5,normal
1549,06-03-2024 12:00,22,5,2,3,12,normal
1550,06-03-2024 13:00,26,4,19,1,2,normal
1551,06-03-2024 14:00,28,14,3,6,5,normal
1552,06-03-2024 15:00,36,24,5,1,6,normal
1553,06-03-2024 16:00,32,13,15,4,0,normal
1554,06-03-2024 17:00,30,26,2,2,0,normal
1555,06-03-2024 18:00,26,3,22,1,0,normal
1556,06-03-2024 19:00,14,14,0,0,0,normal
1557,06-03-2024 20:00,16,5,8,2,1,normal
1558,06-03-2024 21:00,18,6,12,0,0,normal
1559,06-03-2024 22:00,26,14,8,3,1,normal
1560,06-03-2024 23:00,32,25,7,0,0,normal
1561,07-03-2024 00:00,12,11,0,1,0,normal
1562,07-03-2024 01:00,8,7,1,0,0,normal
1563,07-03-2024 02:00,20,16,4,0,0,normal
1564,07-03-2024 03:00,10,10,0,0,0,normal
1565,07-03-2024 04:00,14,3,8,2,1,normal
1566,07-03-2024 05:00,10,3,0,7,0,normal
1567,07-03-2024 06:00,16,5,4,6,1,normal
1568,07-03-2024 07:00,10,3,4,2,1,normal
1569,07-03-2024 08:00,12,9,1,0,2,normal
1570,07-03-2024 09:00,20,13,6,0,1,normal
1571,07-03-2024 10:00,30,10,8,8,4,normal
1572,07-03-2024 11:00,22,2,4,0,16,normal
1573,07-03-2024 12:00,42,6,13,23,0,normal
1574,07-03-2024 13:00,20,11,5,4,0,normal
1575,07-03-2024 14:00,28,19,9,0,0,normal
1576,07-03-2024 15:00,40,40,0,0,0,normal
1577,07-03-2024 16:00,46,29,16,0,1,normal
1578,07-03-2024 17:00,26,15,5,0,6,normal
1579,07-03-2024 18:00,28,13,3,10,2,normal
1580,07-03-2024 19:00,28,21,3,2,2,normal
1581,07-03-2024 20:00,40,34,0,3,3,normal
1582,07-03-2024 21:00,36,9,20,7,0,normal
1583,07-03-2024 22:00,30,23,5,0,2,normal
1584,07-03-2024 23:00,34,9,2,1,22,normal
1585,08-03-2024 00:00,56,19,7,10,20,normal
1586,08-03-2024 01:00,54,51,2,0,1,normal
1587,08-03-2024 02:00,28,13,8,1,6,normal
1588,08-03-2024 03:00,24,7,16,1,0,normal
1589,08-03-2024 04:00,32,6,21,5,0,normal
1590,08-03-2024 05:00,32,29,2,0,1,normal
1591,08-03-2024 06:00,32,21,0,2,9,normal
1592,08-03-2024 07:00,28,24,1,1,2,normal
1593,08-03-2024 08:00,24,6,8,8,2,normal
1594,08-03-2024 09:00,34,18,1,1,14,normal
1595,08-03-2024 10:00,42,23,5,3,11,normal
1596,08-03-2024 11:00,30,17,2,1,10,normal
1597,08-03-2024 12:00,42,39,3,0,0,normal
1598,08-03-2024 13:00,22,0,16,3,3,normal
1599,08-03-2024 14:00,48,17,4,21,6,normal
1600,08-03-2024 15:00,50,24,13,7,6,normal
1601,08-03-2024 16:00,40,31,1,1,7,normal
1602,08-03-2024 17:00,58,16,20,6,16,normal
1603,08-03-2024 18:00,38,12,25,0,1,normal
1604,08-03-2024 19:00,48,34,10,4,0,normal
1605,08-03-2024 20:00,36,27,3,3,3,normal
1606,08-03-2024 21:00,40,39,0,0,1,normal
1607,08-03-2024 22:00,38,13,4,21,0,normal
1608,08-03-2024 23:00,30,28,1,0,1,normal
1609,09-03-2024 00:00,28,28,0,0,0,normal
1610,09-03-2024 01:00,16,8,6,1,1,normal
1611,09-03-2024 02:00,16,14,2,0,0,normal
1612,09-03-2024 03:00,22,6,9,7,0,normal
1613,09-03-2024 04:00,12,4,6,1,1,normal
1614,09-03-2024 05:00,20,12,8,0,0,normal
1615,09-03-2024 06:00,14,13,1,0,0,normal
1616,09-03-2024 07:00,10,0,4,3,3,normal
1617,09-03-2024 08:00,8,2,6,0,0,normal
1618,09-03-2024 09:00,16,5,4,1,6,normal
1619,09-03-2024 10:00,16,11,2,1,2,normal
1620,09-03-2024 11:00,16,4,6,2,4,normal
1621,09-03-2024 12:00,14,3,0,10,1,normal
1622,09-03-2024 13:00,10,3,6,1,0,normal
1623,09-03-2024 14:00,16,1,10,0,5,normal
1624,09-03-2024 15:00,14,1,6,3,4,normal
1625,09-03-2024 16:00,14,11,0,0,3,normal
1626,09-03-2024 17:00,18,7,4,6,1,normal
1627,09-03-2024 18:00,22,2,3,4,13,normal
1628,09-03-2024 19:00,30,16,7,6,1,normal
1629,09-03-2024 20:00,12,11,0,0,1,normal
1630,09-03-2024 21:00,10,8,1,1,0,normal
1631,09-03-2024 22:00,22,18,0,4,0,normal
1632,09-03-2024 23:00,24,16,7,1,0,normal
1633,10-03-2024 00:00,10,9,1,0,0,normal
1634,10-03-2024 01:00,20,0,15,4,1,normal
1635,10-03-2024 02:00,18,13,1,3,1,normal
1636,10-03-2024 03:00,14,1,5,8,0,normal
1637,10-03-2024 04:00,8,2,0,4,2,normal
1638,10-03-2024 05:00,16,10,2,2,2,normal
1639,10-03-2024 06:00,8,0,7,1,0,normal
1640,10-03-2024 07:00,12,7,4,0,1,normal
1641,10-03-2024 08:00,16,9,1,2,4,normal
1642,10-03-2024 09:00,8,6,0,1,1,normal
1643,10-03-2024 10:00,12,11,1,0,0,normal
1644,10-03-2024 11:00,26,3,20,1,2,normal
1645,10-03-2024 12:00,18,5,8,5,0,normal
1646,10-03-2024 13:00,22,18,1,3,0,normal
1647,10-03-2024 14:00,18,14,4,0,0,normal
1648,10-03-2024 15:00,12,9,3,0,0,normal
1649,10-03-2024 16:00,6,4,0,0,2,normal
1650,10-03-2024 17:00,12,9,2,1,0,normal
1651,10-03-2024 18:00,22,15,6,1,0,normal
1652,10-03-2024 19:00,18,4,10,3,1,normal
1653,10-03-2024 20:00,26,7,2,13,4,normal
1654,10-03-2024 21:00,18,2,6,4,6,normal
1655,10-03-2024 22:00,26,14,10,2,0,normal
1656,10-03-2024 23:00,24,5,13,0,6,normal
1657,11-03-2024 00:00,24,12,4,5,3,normal
1658,11-03-2024 01:00,24,23,0,0,1,normal
1659,11-03-2024 02:00,18,0,15,1,2,normal
1660,11-03-2024 03:00,10,2,4,0,4,normal
1661,11-03-2024 04:00,10,5,1,4,0,normal
1662,11-03-2024 05:00,12,10,1,1,0,normal
1663,11-03-2024 06:00,12,5,4,2,1,normal
1664,11-03-2024 07:00,20,15,3,0,2,normal
1665,11-03-2024 08:00,26,3,19,3,1,normal
1666,11-03-2024 09:00,32,22,1,0,9,normal
1667,11-03-2024 10:00,20,17,0,0,3,normal
1668,11-03-2024 11:00,22,13,9,0,0,normal
1669,11-03-2024 12:00,24,17,3,1,3,normal
1670,11-03-2024 13:00,16,13,1,1,1,normal
1671,11-03-2024 14:00,24,1,20,3,0,normal
1672,11-03-2024 15:00,36,22,10,1,3,normal
1673,11-03-2024 16:00,18,4,6,0,8,normal
1674,11-03-2024 17:00,22,8,14,0,0,normal
1675,11-03-2024 18:00,18,15,0,2,1,normal
1676,11-03-2024 19:00,18,3,10,5,0,normal
1677,11-03-2024 20:00,30,3,18,4,5,normal
1678,11-03-2024 21:00,28,22,5,1,0,normal
1679,11-03-2024 22:00,40,22,16,0,2,normal
1680,11-03-2024 23:00,22,12,2,8,0,normal
1681,12-03-2024 00:00,18,11,7,0,0,normal
1682,12-03-2024 01:00,18,16,2,0,0,normal
1683,12-03-2024 02:00,20,1,0,2,17,normal
1684,12-03-2024 03:00,16,16,0,0,0,normal
1685,12-03-2024 04:00,12,11,0,0,1,normal
1686,12-03-2024 05:00,4,1,3,0,0,normal
1687,12-03-2024 06:00,12,8,3,1,0,normal
1688,12-03-2024 07:00,10,7,2,1,0,normal
1689,12-03-2024 08:00,14,8,6,0,0,normal
1690,12-03-2024 09:00,24,6,15,3,0,normal
1691,12-03-2024 10:00,20,4,8,8,0,normal
1692,12-03-2024 11:00,14,3,1,3,7,normal
1693,12-03-2024 12:00,24,16,7,1,0,normal
1694,12-03-2024 13:00,30,6,15,1,8,normal
1695,12-03-2024 14:00,22,2,10,8,2,normal
1696,12-03-2024 15:00,34,33,0,0,1,normal
1697,12-03-2024 16:00,26,7,9,10,0,normal
1698,12-03-2024 17:00,28,19,2,5,2,normal
1699,12-03-2024 18:00,22,9,0,11,2,normal
1700,12-03-2024 19:00,22,4,4,5,9,normal
1701,12-03-2024 20:00,32,23,9,0,0,normal
1702,12-03-2024 21:00,36,26,2,2,6,normal
1703,12-03-2024 22:00,40,2,30,5,3,normal
1704,12-03-2024 23:00,32,13,6,0,13,normal
1705,13-03-2024 00:00,26,25,0,1,0,normal
1706,13-03-2024 01:00,8,3,2,0,3,normal
1707,13-03-2024 02:00,20,16,4,0,0,normal
1708,13-03-2024 03:00,8,6,2,0,0,normal
1709,13-03-2024 04:00,14,8,6,0,0,normal
1710,13-03-2024 05:00,10,7,0,1,2,normal
1711,13-03-2024 06:00,8,3,2,0,3,normal
1712,13-03-2024 07:00,14,2,1,10,1,normal
1713,13-03-2024 08:00,18,5,10,1,2,normal
1714,13-03-2024 09:00,20,18,0,2,0,normal
1715,13-03-2024 10:00,26,19,6,0,1,normal
1716,13-03-2024 11:00,14,0,8,5,1,normal
1717,13-03-2024 12:00,28,21,2,0,5,normal
1718,13-03-2024 13:00,16,0,12,3,1,normal
1719,13-03-2024 14:00,22,11,1,1,9,normal
1720,13-03-2024 15:00,18,11,4,1,2,normal
1721,13-03-2024 16:00,24,1,0,13,10,normal
1722,13-03-2024 17:00,46,40,3,1,2,normal
1723,13-03-2024 18:00,38,6,11,18,3,normal
1724,13-03-2024 19:00,32,12,1,7,12,normal
1725,13-03-2024 20:00,24,11,0,4,9,normal
1726,13-03-2024 21:00,30,20,2,1,7,normal
1727,13-03-2024 22:00,22,7,0,2,13,normal
1728,13-03-2024 23:00,24,10,14,0,0,normal
1729,14-03-2024 00:00,16,4,4,0,8,normal
1730,14-03-2024 01:00,14,7,5,1,1,normal
1731,14-03-2024 02:00,10,9,0,1,0,normal
1732,14-03-2024 03:00,8,3,2,0,3,normal
1733,14-03-2024 04:00,16,6,2,2,6,normal
1734,14-03-2024 05:00,14,12,0,2,0,normal
1735,14-03-2024 06:00,14,5,2,6,1,normal
1736,14-03-2024 07:00,10,9,1,0,0,normal
1737,14-03-2024 08:00,14,10,3,1,0,normal
1738,14-03-2024 09:00,18,12,5,0,1,normal
1739,14-03-2024 10:00,20,0,12,4,4,normal
1740,14-03-2024 11:00,26,5,18,2,1,normal
1741,14-03-2024 12:00,34,9,10,15,0,normal
1742,14-03-2024 13:00,26,26,0,0,0,normal
1743,14-03-2024 14:00,24,13,11,0,0,normal
1744,14-03-2024 15:00,34,15,9,1,9,normal
1745,14-03-2024 16:00,34,16,5,13,0,normal
1746,14-03-2024 17:00,36,36,0,0,0,normal
1747,14-03-2024 18:00,24,4,1,2,17,normal
1748,14-03-2024 19:00,20,8,3,7,2,normal
1749,14-03-2024 20:00,26,19,2,4,1,normal
1750,14-03-2024 21:00,32,15,14,0,3,normal
1751,14-03-2024 22:00,38,18,5,14,1,normal
1752,14-03-2024 23:00,26,8,6,7,5,normal
1753,15-03-2024 00:00,30,18,5,6,1,normal
1754,15-03-2024 01:00,20,13,0,5,2,normal
1755,15-03-2024 02:00,20,15,1,4,0,normal
1756,15-03-2024 03:00,12,0,2,1,9,normal
1757,15-03-2024 04:00,16,7,6,2,1,normal
1758,15-03-2024 05:00,8,2,1,1,4,normal
1759,15-03-2024 06:00,20,18,1,1,0,normal
1760,15-03-2024 07:00,20,14,3,2,1,normal
1761,15-03-2024 08:00,14,2,12,0,0,normal
1762,15-03-2024 09:00,20,0,17,1,2,normal
1763,15-03-2024 10:00,30,8,17,2,3,normal
1764,15-03-2024 11:00,50,12,11,27,0,normal
1765,15-03-2024 12:00,46,7,11,4,24,normal
1766,15-03-2024 13:00,26,20,5,0,1,normal
1767,15-03-2024 14:00,24,0,13,1,10,normal
1768,15-03-2024 15:00,26,22,4,0,0,normal
1769,15-03-2024 16:00,26,22,1,3,0,normal
1770,15-03-2024 17:00,18,1,5,0,12,normal
1771,15-03-2024 18:00,16,14,2,0,0,normal
1772,15-03-2024 19:00,16,5,10,0,1,normal
1773,15-03-2024 20:00,22,6,1,4,11,normal
1774,15-03-2024 21:00,22,16,6,0,0,normal
1775,15-03-2024 22:00,16,16,0,0,0,normal
1776,15-03-2024 23:00,18,5,9,3,1,normal
1777,16-03-2024 00:00,14,1,3,1,9,normal
1778,16-03-2024 01:00,12,3,5,3,1,normal
1779,16-03-2024 02:00,14,4,6,4,0,normal
1780,16-03-2024 03:00,12,3,9,0,0,normal
1781,16-03-2024 04:00,12,0,4,3,5,normal
1782,16-03-2024 05:00,10,4,6,0,0,normal
1783,16-03-2024 06:00,8,6,1,0,1,normal
1784,16-03-2024 07:00,12,10,0,0,2,normal
1785,16-03-2024 08:00,6,2,0,1,3,normal
1786,16-03-2024 09:00,16,13,3,0,0,normal
1787,16-03-2024 10:00,20,1,3,10,6,normal
1788,16-03-2024 11:00,12,7,1,4,0,normal
1789,16-03-2024 12:00,16,8,3,2,3,normal
1790,16-03-2024 13:00,18,12,4,0,2,normal
1791,16-03-2024 14:00,10,0,4,1,5,normal
1792,16-03-2024 15:00,16,10,1,1,4,normal
1793,16-03-2024 16:00,20,0,14,3,3,normal
1794,16-03-2024 17:00,14,3,7,3,1,normal
1795,16-03-2024 18:00,16,6,5,3,2,normal
1796,16-03-2024 19:00,20,16,3,0,1,normal
1797,16-03-2024 20:00,16,12,2,1,1,normal
1798,16-03-2024 21:00,14,5,8,0,1,normal
1799,16-03-2024 22:00,12,8,3,1,0,normal
1800,16-03-2024 23:00,26,19,5,2,0,normal
1801,17-03-2024 00:00,16,8,1,5,2,normal
1802,17-03-2024 01:00,16,2,6,4,4,normal
1803,17-03-2024 02:00,18,6,12,0,0,normal
1804,17-03-2024 03:00,12,5,2,4,1,normal
1805,17-03-2024 04:00,8,7,0,1,0,normal
